Year,Species,Size,Ca,Growth ,Ci,IWUE,AnnualAverageTemperature,AnnualMinTemperature,AnnualMaxTemperature,PRCP
2004,Toona_ciliata,8,377.4908333,3.791880497,236.7023539,87.99279965,28.41111111,17.4,39.8,103.2222222
2005,Afzelia_xylocarpa,27,379.7991667,33.28088206,178.113778,126.0533679,28.73333333,19.9,37.4,106.7777778
2005,Afzelia_xylocarpa,27,379.7991667,47.27591061,215.0293076,102.9811619,28.73333333,19.9,37.4,106.7777778
2005,Afzelia_xylocarpa,27,379.7991667,47.45301679,209.9651251,106.146276,28.73333333,19.9,37.4,106.7777778
2005,Melia_azedarach,27,379.7991667,107.6488089,235.5485528,90.15663366,28.73333333,19.9,37.4,106.7777778
2005,Melia_azedarach,8,379.7991667,18.58467159,267.6979308,70.06327244,28.73333333,19.9,37.4,106.7777778
2005,Afzelia_xylocarpa,27,379.7991667,31.2146741,237.4206568,88.98656869,28.73333333,19.9,37.4,106.7777778
2006,Toona_ciliata,27,381.9041667,62.26595792,241.4936717,87.75655932,28.33333333,18.7,38.1,101.8333333
2006,Toona_ciliata,27,381.9041667,33.54741126,215.6305214,103.9210283,28.33333333,18.7,38.1,101.8333333
2006,Toona_ciliata,27,381.9041667,57.1456782,230.8372597,94.41681684,28.33333333,18.7,38.1,101.8333333
2007,Afzelia_xylocarpa,27,383.7641667,37.43969982,221.6332594,101.331817,28.3375,20.4,37.8,98.375
2007,Chukrasia_tabularis,27,383.7641667,26.9047813,247.5818579,85.11394298,28.3375,20.4,37.8,98.375
2007,Chukrasia_tabularis,27,383.7641667,23.08547543,223.97659,99.86723543,28.3375,20.4,37.8,98.375
2007,Melia_azedarach,27,383.7641667,49.9123688,220.8291821,101.8343653,28.3375,20.4,37.8,98.375
2007,Melia_azedarach,27,383.7641667,85.60031579,238.3901766,90.85874376,28.3375,20.4,37.8,98.375
2007,Melia_azedarach,27,383.7641667,88.48371564,255.7718883,79.99517396,28.3375,20.4,37.8,98.375
2007,Toona_ciliata,27,383.7641667,44.24861558,237.1060823,91.66130271,28.3375,20.4,37.8,98.375
2007,Afzelia_xylocarpa,27,383.7641667,48.31589003,225.574644,98.86845165,28.3375,20.4,37.8,98.375
2008,Chukrasia_tabularis,27,385.585,21.60670785,242.720683,89.29019812,27.93,19.1,36.6,135.5
2008,Chukrasia_tabularis,27,385.585,22.56230905,227.7479967,98.64812704,27.93,19.1,36.6,135.5
2008,Chukrasia_tabularis,27,385.585,47.90107105,235.9521128,93.52055452,27.93,19.1,36.6,135.5
2008,Chukrasia_tabularis,27,385.585,23.45180648,230.4930985,96.93243844,27.93,19.1,36.6,135.5
2008,Chukrasia_tabularis,27,385.585,40.89856893,232.7578352,95.51697801,27.93,19.1,36.6,135.5
2008,Chukrasia_tabularis,27,385.585,38.6078904,249.0474965,85.33593971,27.93,19.1,36.6,135.5
2009,Toona_ciliata,27,387.3741667,19.70805871,273.1296261,71.40283782,28.46363636,20.1,36.6,128.7272727
2009,Chukrasia_tabularis,8,387.3741667,3.826397586,269.4291453,73.71563837,28.46363636,20.1,36.6,128.7272727
2009,Toona_ciliata,27,387.3741667,71.68266955,234.2202978,95.72116804,28.46363636,20.1,36.6,128.7272727
2009,Toona_ciliata,27,387.3741667,4.073321993,265.9665168,75.87978117,28.46363636,20.1,36.6,128.7272727
2010,Toona_ciliata,27,389.7766667,42.51871054,251.2341971,86.5890435,28.86363636,21.1,40.3,143.2727273
2010,Afzelia_xylocarpa,27,389.7766667,24.27609364,203.9502855,116.1414882,28.86363636,21.1,40.3,143.2727273
2010,Melia_azedarach,27,389.7766667,33.53629919,219.729322,106.2795904,28.86363636,21.1,40.3,143.2727273
2010,Melia_azedarach,27,389.7766667,79.72422717,248.7806239,88.12252675,28.86363636,21.1,40.3,143.2727273
2011,Toona_ciliata,27,389.7766667,31.17381797,233.0371459,97.96220045,27.475,18.6,35.2,129
2011,Toona_ciliata,8,389.7766667,8.085438094,287.4394819,63.9607405,27.475,18.6,35.2,129
