Tree_code,Species,Year,size,Ca,d13Catm,d13Ccorr,Ci,IWUE,d13Craw,discr,Ci/Ca,Ca-Ci,Extant_DBH,Growth ,Month,PRCP,TAVG,TMIN,TMAX
ax041,Afzelia_xylocarpa,1972,8,327.3,-7.2,-26.00246747,220.166708,66.95830748,-26.80246747,19.60246747,0.672675552,107.133292,38.14193471,6.357386256,8,238,28.8,24.6,33.4
ax063,Afzelia_xylocarpa,1972,27,327.3,-7.2,-23.38379772,182.2423449,90.66103446,-24.18379772,16.98379772,0.556805209,145.0576551,68.82198854,54.68613647,3,14,29.9,23.3,35.8
ax063,Afzelia_xylocarpa,1972,27,327.3,-7.2,-23.38379772,182.2423449,90.66103446,-24.18379772,16.98379772,0.556805209,145.0576551,68.82198854,54.68613647,2,3,29.2,21.8,35.4
ax063,Afzelia_xylocarpa,1972,27,327.3,-7.2,-23.38379772,182.2423449,90.66103446,-24.18379772,16.98379772,0.556805209,145.0576551,68.82198854,54.68613647,11,63,27.5,23.1,31.6
ax063,Afzelia_xylocarpa,1972,27,327.3,-7.2,-23.38379772,182.2423449,90.66103446,-24.18379772,16.98379772,0.556805209,145.0576551,68.82198854,54.68613647,12,43,26.3,20.3,31.4
ax063,Afzelia_xylocarpa,1972,27,327.3,-7.2,-23.38379772,182.2423449,90.66103446,-24.18379772,16.98379772,0.556805209,145.0576551,68.82198854,54.68613647,1,0,24.5,16.6,31
ax063,Afzelia_xylocarpa,1972,27,327.3,-7.2,-23.38379772,182.2423449,90.66103446,-24.18379772,16.98379772,0.556805209,145.0576551,68.82198854,54.68613647,6,109,29.8,25.1,34.8
ax063,Afzelia_xylocarpa,1972,27,327.3,-7.2,-23.38379772,182.2423449,90.66103446,-24.18379772,16.98379772,0.556805209,145.0576551,68.82198854,54.68613647,7,44,30.1,25.7,34.7
ax063,Afzelia_xylocarpa,1972,27,327.3,-7.2,-23.38379772,182.2423449,90.66103446,-24.18379772,16.98379772,0.556805209,145.0576551,68.82198854,54.68613647,5,35,32.7,26.8,38.1
ax063,Afzelia_xylocarpa,1972,27,327.3,-7.2,-23.38379772,182.2423449,90.66103446,-24.18379772,16.98379772,0.556805209,145.0576551,68.82198854,54.68613647,4,117,30.8,25.2,36
ax063,Afzelia_xylocarpa,1972,27,327.3,-7.2,-23.38379772,182.2423449,90.66103446,-24.18379772,16.98379772,0.556805209,145.0576551,68.82198854,54.68613647,10,189,28.5,24.3,32.7
ax063,Afzelia_xylocarpa,1972,27,327.3,-7.2,-23.38379772,182.2423449,90.66103446,-24.18379772,16.98379772,0.556805209,145.0576551,68.82198854,54.68613647,9,246,28.5,24.4,32.5
ax063,Afzelia_xylocarpa,1972,27,327.3,-7.2,-23.38379772,182.2423449,90.66103446,-24.18379772,16.98379772,0.556805209,145.0576551,68.82198854,54.68613647,8,238,28.8,24.6,33.4
ax086,Afzelia_xylocarpa,1973,8,329.5,-7.23,-25.36575822,212.3635988,73.21025073,-26.19575822,18.96575822,0.644502576,117.1364012,35.60924971,5.645015389,8,219,28.5,24.4,32.9
ax086,Afzelia_xylocarpa,1973,8,329.5,-7.23,-25.36575822,212.3635988,73.21025073,-26.19575822,18.96575822,0.644502576,117.1364012,35.60924971,5.645015389,10,60,28,23.3,31.9
ax086,Afzelia_xylocarpa,1973,8,329.5,-7.23,-25.36575822,212.3635988,73.21025073,-26.19575822,18.96575822,0.644502576,117.1364012,35.60924971,5.645015389,11,9,25.9,20.4,30.5
ax086,Afzelia_xylocarpa,1973,8,329.5,-7.23,-25.36575822,212.3635988,73.21025073,-26.19575822,18.96575822,0.644502576,117.1364012,35.60924971,5.645015389,3,109,30.8,24.8,36.6
ax086,Afzelia_xylocarpa,1973,8,329.5,-7.23,-25.36575822,212.3635988,73.21025073,-26.19575822,18.96575822,0.644502576,117.1364012,35.60924971,5.645015389,7,189,29.7,25,34.4
ax086,Afzelia_xylocarpa,1973,8,329.5,-7.23,-25.36575822,212.3635988,73.21025073,-26.19575822,18.96575822,0.644502576,117.1364012,35.60924971,5.645015389,1,0,25.8,16.3,33
ax086,Afzelia_xylocarpa,1973,8,329.5,-7.23,-25.36575822,212.3635988,73.21025073,-26.19575822,18.96575822,0.644502576,117.1364012,35.60924971,5.645015389,9,193,28,24.3,32.2
ax086,Afzelia_xylocarpa,1973,8,329.5,-7.23,-25.36575822,212.3635988,73.21025073,-26.19575822,18.96575822,0.644502576,117.1364012,35.60924971,5.645015389,12,0,23.7,15.9,30
ax086,Afzelia_xylocarpa,1973,8,329.5,-7.23,-25.36575822,212.3635988,73.21025073,-26.19575822,18.96575822,0.644502576,117.1364012,35.60924971,5.645015389,6,131,30.1,25.6,34.7
ax086,Afzelia_xylocarpa,1973,8,329.5,-7.23,-25.36575822,212.3635988,73.21025073,-26.19575822,18.96575822,0.644502576,117.1364012,35.60924971,5.645015389,2,0,29.8,21.6,36.4
ax086,Afzelia_xylocarpa,1973,8,329.5,-7.23,-25.36575822,212.3635988,73.21025073,-26.19575822,18.96575822,0.644502576,117.1364012,35.60924971,5.645015389,5,148,30.5,25.4,35.9
ax086,Afzelia_xylocarpa,1973,8,329.5,-7.23,-25.36575822,212.3635988,73.21025073,-26.19575822,18.96575822,0.644502576,117.1364012,35.60924971,5.645015389,4,27,33.6,26.9,39.6
ax042,Afzelia_xylocarpa,1973,8,329.5,-7.23,-22.47133186,170.1638871,99.58507056,-23.30133186,16.07133186,0.516430613,159.3361129,45.0602263,9.029566496,8,219,28.5,24.4,32.9
ax042,Afzelia_xylocarpa,1973,8,329.5,-7.23,-22.47133186,170.1638871,99.58507056,-23.30133186,16.07133186,0.516430613,159.3361129,45.0602263,9.029566496,10,60,28,23.3,31.9
ax042,Afzelia_xylocarpa,1973,8,329.5,-7.23,-22.47133186,170.1638871,99.58507056,-23.30133186,16.07133186,0.516430613,159.3361129,45.0602263,9.029566496,11,9,25.9,20.4,30.5
ax042,Afzelia_xylocarpa,1973,8,329.5,-7.23,-22.47133186,170.1638871,99.58507056,-23.30133186,16.07133186,0.516430613,159.3361129,45.0602263,9.029566496,3,109,30.8,24.8,36.6
ax042,Afzelia_xylocarpa,1973,8,329.5,-7.23,-22.47133186,170.1638871,99.58507056,-23.30133186,16.07133186,0.516430613,159.3361129,45.0602263,9.029566496,7,189,29.7,25,34.4
ax042,Afzelia_xylocarpa,1973,8,329.5,-7.23,-22.47133186,170.1638871,99.58507056,-23.30133186,16.07133186,0.516430613,159.3361129,45.0602263,9.029566496,1,0,25.8,16.3,33
ax042,Afzelia_xylocarpa,1973,8,329.5,-7.23,-22.47133186,170.1638871,99.58507056,-23.30133186,16.07133186,0.516430613,159.3361129,45.0602263,9.029566496,9,193,28,24.3,32.2
ax042,Afzelia_xylocarpa,1973,8,329.5,-7.23,-22.47133186,170.1638871,99.58507056,-23.30133186,16.07133186,0.516430613,159.3361129,45.0602263,9.029566496,12,0,23.7,15.9,30
ax042,Afzelia_xylocarpa,1973,8,329.5,-7.23,-22.47133186,170.1638871,99.58507056,-23.30133186,16.07133186,0.516430613,159.3361129,45.0602263,9.029566496,6,131,30.1,25.6,34.7
ax042,Afzelia_xylocarpa,1973,8,329.5,-7.23,-22.47133186,170.1638871,99.58507056,-23.30133186,16.07133186,0.516430613,159.3361129,45.0602263,9.029566496,2,0,29.8,21.6,36.4
ax042,Afzelia_xylocarpa,1973,8,329.5,-7.23,-22.47133186,170.1638871,99.58507056,-23.30133186,16.07133186,0.516430613,159.3361129,45.0602263,9.029566496,5,148,30.5,25.4,35.9
ax042,Afzelia_xylocarpa,1973,8,329.5,-7.23,-22.47133186,170.1638871,99.58507056,-23.30133186,16.07133186,0.516430613,159.3361129,45.0602263,9.029566496,4,27,33.6,26.9,39.6
ax095,Afzelia_xylocarpa,1973,27,329.5,-7.23,-23.36591556,183.2066007,91.43337454,-24.19591556,16.96591556,0.556013963,146.2933993,69.42813897,29.15554484,8,219,28.5,24.4,32.9
ax095,Afzelia_xylocarpa,1973,27,329.5,-7.23,-23.36591556,183.2066007,91.43337454,-24.19591556,16.96591556,0.556013963,146.2933993,69.42813897,29.15554484,10,60,28,23.3,31.9
ax095,Afzelia_xylocarpa,1973,27,329.5,-7.23,-23.36591556,183.2066007,91.43337454,-24.19591556,16.96591556,0.556013963,146.2933993,69.42813897,29.15554484,11,9,25.9,20.4,30.5
ax095,Afzelia_xylocarpa,1973,27,329.5,-7.23,-23.36591556,183.2066007,91.43337454,-24.19591556,16.96591556,0.556013963,146.2933993,69.42813897,29.15554484,3,109,30.8,24.8,36.6
ax095,Afzelia_xylocarpa,1973,27,329.5,-7.23,-23.36591556,183.2066007,91.43337454,-24.19591556,16.96591556,0.556013963,146.2933993,69.42813897,29.15554484,7,189,29.7,25,34.4
ax095,Afzelia_xylocarpa,1973,27,329.5,-7.23,-23.36591556,183.2066007,91.43337454,-24.19591556,16.96591556,0.556013963,146.2933993,69.42813897,29.15554484,1,0,25.8,16.3,33
ax095,Afzelia_xylocarpa,1973,27,329.5,-7.23,-23.36591556,183.2066007,91.43337454,-24.19591556,16.96591556,0.556013963,146.2933993,69.42813897,29.15554484,9,193,28,24.3,32.2
ax095,Afzelia_xylocarpa,1973,27,329.5,-7.23,-23.36591556,183.2066007,91.43337454,-24.19591556,16.96591556,0.556013963,146.2933993,69.42813897,29.15554484,12,0,23.7,15.9,30
ax095,Afzelia_xylocarpa,1973,27,329.5,-7.23,-23.36591556,183.2066007,91.43337454,-24.19591556,16.96591556,0.556013963,146.2933993,69.42813897,29.15554484,6,131,30.1,25.6,34.7
ax095,Afzelia_xylocarpa,1973,27,329.5,-7.23,-23.36591556,183.2066007,91.43337454,-24.19591556,16.96591556,0.556013963,146.2933993,69.42813897,29.15554484,2,0,29.8,21.6,36.4
ax095,Afzelia_xylocarpa,1973,27,329.5,-7.23,-23.36591556,183.2066007,91.43337454,-24.19591556,16.96591556,0.556013963,146.2933993,69.42813897,29.15554484,5,148,30.5,25.4,35.9
ax095,Afzelia_xylocarpa,1973,27,329.5,-7.23,-23.36591556,183.2066007,91.43337454,-24.19591556,16.96591556,0.556013963,146.2933993,69.42813897,29.15554484,4,27,33.6,26.9,39.6
ax082,Afzelia_xylocarpa,1974,8,330.1,-7.26,-26.46499693,228.8059949,63.30875317,-27.32499693,20.06499693,0.693141457,101.2940051,50.85315022,4.139838299,1,0,25.1,17.2,31.7
ax082,Afzelia_xylocarpa,1974,8,330.1,-7.26,-26.46499693,228.8059949,63.30875317,-27.32499693,20.06499693,0.693141457,101.2940051,50.85315022,4.139838299,5,139,29.4,25,34.7
ax082,Afzelia_xylocarpa,1974,8,330.1,-7.26,-26.46499693,228.8059949,63.30875317,-27.32499693,20.06499693,0.693141457,101.2940051,50.85315022,4.139838299,3,13,30,23.7,35.6
ax082,Afzelia_xylocarpa,1974,8,330.1,-7.26,-26.46499693,228.8059949,63.30875317,-27.32499693,20.06499693,0.693141457,101.2940051,50.85315022,4.139838299,6,120,29.2,24.7,33.9
ax082,Afzelia_xylocarpa,1974,8,330.1,-7.26,-26.46499693,228.8059949,63.30875317,-27.32499693,20.06499693,0.693141457,101.2940051,50.85315022,4.139838299,7,178,28.8,24,33.6
ax082,Afzelia_xylocarpa,1974,8,330.1,-7.26,-26.46499693,228.8059949,63.30875317,-27.32499693,20.06499693,0.693141457,101.2940051,50.85315022,4.139838299,12,0,26.4,20.3,31.9
ax082,Afzelia_xylocarpa,1974,8,330.1,-7.26,-26.46499693,228.8059949,63.30875317,-27.32499693,20.06499693,0.693141457,101.2940051,50.85315022,4.139838299,11,34,26.5,21.5,30.8
ax082,Afzelia_xylocarpa,1974,8,330.1,-7.26,-26.46499693,228.8059949,63.30875317,-27.32499693,20.06499693,0.693141457,101.2940051,50.85315022,4.139838299,9,218,27.9,23.7,32.8
ax082,Afzelia_xylocarpa,1974,8,330.1,-7.26,-26.46499693,228.8059949,63.30875317,-27.32499693,20.06499693,0.693141457,101.2940051,50.85315022,4.139838299,10,270,27.9,24.1,32.1
ax082,Afzelia_xylocarpa,1974,8,330.1,-7.26,-26.46499693,228.8059949,63.30875317,-27.32499693,20.06499693,0.693141457,101.2940051,50.85315022,4.139838299,8,122,28.6,24.5,32.6
ax082,Afzelia_xylocarpa,1974,8,330.1,-7.26,-26.46499693,228.8059949,63.30875317,-27.32499693,20.06499693,0.693141457,101.2940051,50.85315022,4.139838299,4,22,31.3,25.4,37
ax082,Afzelia_xylocarpa,1974,8,330.1,-7.26,-26.46499693,228.8059949,63.30875317,-27.32499693,20.06499693,0.693141457,101.2940051,50.85315022,4.139838299,2,0,27.5,20.1,33.9
ax039,Afzelia_xylocarpa,1974,8,330.1,-7.26,-25.9699386,221.5750766,67.82807713,-26.8299386,19.5699386,0.671236221,108.5249234,38.52413656,9.590990308,1,0,25.1,17.2,31.7
ax039,Afzelia_xylocarpa,1974,8,330.1,-7.26,-25.9699386,221.5750766,67.82807713,-26.8299386,19.5699386,0.671236221,108.5249234,38.52413656,9.590990308,5,139,29.4,25,34.7
ax039,Afzelia_xylocarpa,1974,8,330.1,-7.26,-25.9699386,221.5750766,67.82807713,-26.8299386,19.5699386,0.671236221,108.5249234,38.52413656,9.590990308,3,13,30,23.7,35.6
ax039,Afzelia_xylocarpa,1974,8,330.1,-7.26,-25.9699386,221.5750766,67.82807713,-26.8299386,19.5699386,0.671236221,108.5249234,38.52413656,9.590990308,6,120,29.2,24.7,33.9
ax039,Afzelia_xylocarpa,1974,8,330.1,-7.26,-25.9699386,221.5750766,67.82807713,-26.8299386,19.5699386,0.671236221,108.5249234,38.52413656,9.590990308,7,178,28.8,24,33.6
ax039,Afzelia_xylocarpa,1974,8,330.1,-7.26,-25.9699386,221.5750766,67.82807713,-26.8299386,19.5699386,0.671236221,108.5249234,38.52413656,9.590990308,12,0,26.4,20.3,31.9
ax039,Afzelia_xylocarpa,1974,8,330.1,-7.26,-25.9699386,221.5750766,67.82807713,-26.8299386,19.5699386,0.671236221,108.5249234,38.52413656,9.590990308,11,34,26.5,21.5,30.8
ax039,Afzelia_xylocarpa,1974,8,330.1,-7.26,-25.9699386,221.5750766,67.82807713,-26.8299386,19.5699386,0.671236221,108.5249234,38.52413656,9.590990308,9,218,27.9,23.7,32.8
ax039,Afzelia_xylocarpa,1974,8,330.1,-7.26,-25.9699386,221.5750766,67.82807713,-26.8299386,19.5699386,0.671236221,108.5249234,38.52413656,9.590990308,10,270,27.9,24.1,32.1
ax039,Afzelia_xylocarpa,1974,8,330.1,-7.26,-25.9699386,221.5750766,67.82807713,-26.8299386,19.5699386,0.671236221,108.5249234,38.52413656,9.590990308,8,122,28.6,24.5,32.6
ax039,Afzelia_xylocarpa,1974,8,330.1,-7.26,-25.9699386,221.5750766,67.82807713,-26.8299386,19.5699386,0.671236221,108.5249234,38.52413656,9.590990308,4,22,31.3,25.4,37
ax039,Afzelia_xylocarpa,1974,8,330.1,-7.26,-25.9699386,221.5750766,67.82807713,-26.8299386,19.5699386,0.671236221,108.5249234,38.52413656,9.590990308,2,0,27.5,20.1,33.9
ax044,Afzelia_xylocarpa,1975,8,331,-7.29,-24.16765801,195.7829558,84.51065261,-25.05765801,17.76765801,0.591489292,135.2170442,46.98811523,8.475038347,6,46,30,25.4,34.4
ax044,Afzelia_xylocarpa,1975,8,331,-7.29,-24.16765801,195.7829558,84.51065261,-25.05765801,17.76765801,0.591489292,135.2170442,46.98811523,8.475038347,4,15,32.6,26.2,38.3
ax044,Afzelia_xylocarpa,1975,8,331,-7.29,-24.16765801,195.7829558,84.51065261,-25.05765801,17.76765801,0.591489292,135.2170442,46.98811523,8.475038347,1,103,25.3,20.3,29.9
ax044,Afzelia_xylocarpa,1975,8,331,-7.29,-24.16765801,195.7829558,84.51065261,-25.05765801,17.76765801,0.591489292,135.2170442,46.98811523,8.475038347,8,232,28.5,24.5,33
ax044,Afzelia_xylocarpa,1975,8,331,-7.29,-24.16765801,195.7829558,84.51065261,-25.05765801,17.76765801,0.591489292,135.2170442,46.98811523,8.475038347,3,37,30.4,24.5,35.9
ax044,Afzelia_xylocarpa,1975,8,331,-7.29,-24.16765801,195.7829558,84.51065261,-25.05765801,17.76765801,0.591489292,135.2170442,46.98811523,8.475038347,7,140,29,24.3,33.5
ax044,Afzelia_xylocarpa,1975,8,331,-7.29,-24.16765801,195.7829558,84.51065261,-25.05765801,17.76765801,0.591489292,135.2170442,46.98811523,8.475038347,5,118,29.9,25.1,35.1
ax044,Afzelia_xylocarpa,1975,8,331,-7.29,-24.16765801,195.7829558,84.51065261,-25.05765801,17.76765801,0.591489292,135.2170442,46.98811523,8.475038347,12,2,23,16.2,28.7
ax044,Afzelia_xylocarpa,1975,8,331,-7.29,-24.16765801,195.7829558,84.51065261,-25.05765801,17.76765801,0.591489292,135.2170442,46.98811523,8.475038347,10,192,27.9,23.8,31.8
ax044,Afzelia_xylocarpa,1975,8,331,-7.29,-24.16765801,195.7829558,84.51065261,-25.05765801,17.76765801,0.591489292,135.2170442,46.98811523,8.475038347,2,27,28.1,20.5,34.1
ax044,Afzelia_xylocarpa,1975,8,331,-7.29,-24.16765801,195.7829558,84.51065261,-25.05765801,17.76765801,0.591489292,135.2170442,46.98811523,8.475038347,11,55,26.3,21.1,30.9
ax044,Afzelia_xylocarpa,1975,8,331,-7.29,-24.16765801,195.7829558,84.51065261,-25.05765801,17.76765801,0.591489292,135.2170442,46.98811523,8.475038347,9,262,27.5,24,31.3
ax046,Afzelia_xylocarpa,1975,8,331,-7.29,-23.82971365,190.8334167,87.60411457,-24.71971365,17.42971365,0.576536002,140.1665833,31.92377764,15.52772723,6,46,30,25.4,34.4
ax046,Afzelia_xylocarpa,1975,8,331,-7.29,-23.82971365,190.8334167,87.60411457,-24.71971365,17.42971365,0.576536002,140.1665833,31.92377764,15.52772723,4,15,32.6,26.2,38.3
ax046,Afzelia_xylocarpa,1975,8,331,-7.29,-23.82971365,190.8334167,87.60411457,-24.71971365,17.42971365,0.576536002,140.1665833,31.92377764,15.52772723,1,103,25.3,20.3,29.9
ax046,Afzelia_xylocarpa,1975,8,331,-7.29,-23.82971365,190.8334167,87.60411457,-24.71971365,17.42971365,0.576536002,140.1665833,31.92377764,15.52772723,8,232,28.5,24.5,33
ax046,Afzelia_xylocarpa,1975,8,331,-7.29,-23.82971365,190.8334167,87.60411457,-24.71971365,17.42971365,0.576536002,140.1665833,31.92377764,15.52772723,3,37,30.4,24.5,35.9
ax046,Afzelia_xylocarpa,1975,8,331,-7.29,-23.82971365,190.8334167,87.60411457,-24.71971365,17.42971365,0.576536002,140.1665833,31.92377764,15.52772723,7,140,29,24.3,33.5
ax046,Afzelia_xylocarpa,1975,8,331,-7.29,-23.82971365,190.8334167,87.60411457,-24.71971365,17.42971365,0.576536002,140.1665833,31.92377764,15.52772723,5,118,29.9,25.1,35.1
ax046,Afzelia_xylocarpa,1975,8,331,-7.29,-23.82971365,190.8334167,87.60411457,-24.71971365,17.42971365,0.576536002,140.1665833,31.92377764,15.52772723,12,2,23,16.2,28.7
ax046,Afzelia_xylocarpa,1975,8,331,-7.29,-23.82971365,190.8334167,87.60411457,-24.71971365,17.42971365,0.576536002,140.1665833,31.92377764,15.52772723,10,192,27.9,23.8,31.8
ax046,Afzelia_xylocarpa,1975,8,331,-7.29,-23.82971365,190.8334167,87.60411457,-24.71971365,17.42971365,0.576536002,140.1665833,31.92377764,15.52772723,2,27,28.1,20.5,34.1
ax046,Afzelia_xylocarpa,1975,8,331,-7.29,-23.82971365,190.8334167,87.60411457,-24.71971365,17.42971365,0.576536002,140.1665833,31.92377764,15.52772723,11,55,26.3,21.1,30.9
ax046,Afzelia_xylocarpa,1975,8,331,-7.29,-23.82971365,190.8334167,87.60411457,-24.71971365,17.42971365,0.576536002,140.1665833,31.92377764,15.52772723,9,262,27.5,24,31.3
ax085,Afzelia_xylocarpa,1975,8,331,-7.29,-25.79101758,219.5587088,69.65080702,-26.68101758,19.39101758,0.663319362,111.4412912,39.42901413,6.395224135,6,46,30,25.4,34.4
ax085,Afzelia_xylocarpa,1975,8,331,-7.29,-25.79101758,219.5587088,69.65080702,-26.68101758,19.39101758,0.663319362,111.4412912,39.42901413,6.395224135,4,15,32.6,26.2,38.3
ax085,Afzelia_xylocarpa,1975,8,331,-7.29,-25.79101758,219.5587088,69.65080702,-26.68101758,19.39101758,0.663319362,111.4412912,39.42901413,6.395224135,1,103,25.3,20.3,29.9
ax085,Afzelia_xylocarpa,1975,8,331,-7.29,-25.79101758,219.5587088,69.65080702,-26.68101758,19.39101758,0.663319362,111.4412912,39.42901413,6.395224135,8,232,28.5,24.5,33
ax085,Afzelia_xylocarpa,1975,8,331,-7.29,-25.79101758,219.5587088,69.65080702,-26.68101758,19.39101758,0.663319362,111.4412912,39.42901413,6.395224135,3,37,30.4,24.5,35.9
ax085,Afzelia_xylocarpa,1975,8,331,-7.29,-25.79101758,219.5587088,69.65080702,-26.68101758,19.39101758,0.663319362,111.4412912,39.42901413,6.395224135,7,140,29,24.3,33.5
ax085,Afzelia_xylocarpa,1975,8,331,-7.29,-25.79101758,219.5587088,69.65080702,-26.68101758,19.39101758,0.663319362,111.4412912,39.42901413,6.395224135,5,118,29.9,25.1,35.1
ax085,Afzelia_xylocarpa,1975,8,331,-7.29,-25.79101758,219.5587088,69.65080702,-26.68101758,19.39101758,0.663319362,111.4412912,39.42901413,6.395224135,12,2,23,16.2,28.7
ax085,Afzelia_xylocarpa,1975,8,331,-7.29,-25.79101758,219.5587088,69.65080702,-26.68101758,19.39101758,0.663319362,111.4412912,39.42901413,6.395224135,10,192,27.9,23.8,31.8
ax085,Afzelia_xylocarpa,1975,8,331,-7.29,-25.79101758,219.5587088,69.65080702,-26.68101758,19.39101758,0.663319362,111.4412912,39.42901413,6.395224135,2,27,28.1,20.5,34.1
ax085,Afzelia_xylocarpa,1975,8,331,-7.29,-25.79101758,219.5587088,69.65080702,-26.68101758,19.39101758,0.663319362,111.4412912,39.42901413,6.395224135,11,55,26.3,21.1,30.9
ax085,Afzelia_xylocarpa,1975,8,331,-7.29,-25.79101758,219.5587088,69.65080702,-26.68101758,19.39101758,0.663319362,111.4412912,39.42901413,6.395224135,9,262,27.5,24,31.3
ax013,Afzelia_xylocarpa,1978,27,335.3,-7.37,-22.1005441,167.6580724,104.7762047,-23.0705441,15.7005441,0.500024075,167.6419276,67.2,44.46213789,8,143,27.9,24.5,32.6
ax013,Afzelia_xylocarpa,1978,27,335.3,-7.37,-22.1005441,167.6580724,104.7762047,-23.0705441,15.7005441,0.500024075,167.6419276,67.2,44.46213789,9,332,27.2,24.2,31.6
ax013,Afzelia_xylocarpa,1978,27,335.3,-7.37,-22.1005441,167.6580724,104.7762047,-23.0705441,15.7005441,0.500024075,167.6419276,67.2,44.46213789,10,140,27.4,23.6,32
ax013,Afzelia_xylocarpa,1978,27,335.3,-7.37,-22.1005441,167.6580724,104.7762047,-23.0705441,15.7005441,0.500024075,167.6419276,67.2,44.46213789,7,254,27.8,24.4,32.6
ax013,Afzelia_xylocarpa,1978,27,335.3,-7.37,-22.1005441,167.6580724,104.7762047,-23.0705441,15.7005441,0.500024075,167.6419276,67.2,44.46213789,12,0,24.8,18.6,31.9
ax013,Afzelia_xylocarpa,1978,27,335.3,-7.37,-22.1005441,167.6580724,104.7762047,-23.0705441,15.7005441,0.500024075,167.6419276,67.2,44.46213789,3,11,31.5,25.9,38.3
ax013,Afzelia_xylocarpa,1978,27,335.3,-7.37,-22.1005441,167.6580724,104.7762047,-23.0705441,15.7005441,0.500024075,167.6419276,67.2,44.46213789,4,22,31.9,26.7,38.7
ax013,Afzelia_xylocarpa,1978,27,335.3,-7.37,-22.1005441,167.6580724,104.7762047,-23.0705441,15.7005441,0.500024075,167.6419276,67.2,44.46213789,11,3,26.2,20.9,32
ax013,Afzelia_xylocarpa,1978,27,335.3,-7.37,-22.1005441,167.6580724,104.7762047,-23.0705441,15.7005441,0.500024075,167.6419276,67.2,44.46213789,6,163,29.3,25.3,34.8
ax013,Afzelia_xylocarpa,1978,27,335.3,-7.37,-22.1005441,167.6580724,104.7762047,-23.0705441,15.7005441,0.500024075,167.6419276,67.2,44.46213789,2,56,27.6,23,33.1
ax013,Afzelia_xylocarpa,1978,27,335.3,-7.37,-22.1005441,167.6580724,104.7762047,-23.0705441,15.7005441,0.500024075,167.6419276,67.2,44.46213789,5,86,30.3,26.2,36.3
ax013,Afzelia_xylocarpa,1978,27,335.3,-7.37,-22.1005441,167.6580724,104.7762047,-23.0705441,15.7005441,0.500024075,167.6419276,67.2,44.46213789,1,1,26.7,20.8,33.4
ax054,Afzelia_xylocarpa,1978,27,335.3,-7.37,-22.11894114,167.9310161,104.6056149,-23.08894114,15.71894114,0.500838104,167.3689839,53.40742703,43.01036257,8,143,27.9,24.5,32.6
ax054,Afzelia_xylocarpa,1978,27,335.3,-7.37,-22.11894114,167.9310161,104.6056149,-23.08894114,15.71894114,0.500838104,167.3689839,53.40742703,43.01036257,9,332,27.2,24.2,31.6
ax054,Afzelia_xylocarpa,1978,27,335.3,-7.37,-22.11894114,167.9310161,104.6056149,-23.08894114,15.71894114,0.500838104,167.3689839,53.40742703,43.01036257,10,140,27.4,23.6,32
ax054,Afzelia_xylocarpa,1978,27,335.3,-7.37,-22.11894114,167.9310161,104.6056149,-23.08894114,15.71894114,0.500838104,167.3689839,53.40742703,43.01036257,7,254,27.8,24.4,32.6
ax054,Afzelia_xylocarpa,1978,27,335.3,-7.37,-22.11894114,167.9310161,104.6056149,-23.08894114,15.71894114,0.500838104,167.3689839,53.40742703,43.01036257,12,0,24.8,18.6,31.9
ax054,Afzelia_xylocarpa,1978,27,335.3,-7.37,-22.11894114,167.9310161,104.6056149,-23.08894114,15.71894114,0.500838104,167.3689839,53.40742703,43.01036257,3,11,31.5,25.9,38.3
ax054,Afzelia_xylocarpa,1978,27,335.3,-7.37,-22.11894114,167.9310161,104.6056149,-23.08894114,15.71894114,0.500838104,167.3689839,53.40742703,43.01036257,4,22,31.9,26.7,38.7
ax054,Afzelia_xylocarpa,1978,27,335.3,-7.37,-22.11894114,167.9310161,104.6056149,-23.08894114,15.71894114,0.500838104,167.3689839,53.40742703,43.01036257,11,3,26.2,20.9,32
ax054,Afzelia_xylocarpa,1978,27,335.3,-7.37,-22.11894114,167.9310161,104.6056149,-23.08894114,15.71894114,0.500838104,167.3689839,53.40742703,43.01036257,6,163,29.3,25.3,34.8
ax054,Afzelia_xylocarpa,1978,27,335.3,-7.37,-22.11894114,167.9310161,104.6056149,-23.08894114,15.71894114,0.500838104,167.3689839,53.40742703,43.01036257,2,56,27.6,23,33.1
ax054,Afzelia_xylocarpa,1978,27,335.3,-7.37,-22.11894114,167.9310161,104.6056149,-23.08894114,15.71894114,0.500838104,167.3689839,53.40742703,43.01036257,5,86,30.3,26.2,36.3
ax054,Afzelia_xylocarpa,1978,27,335.3,-7.37,-22.11894114,167.9310161,104.6056149,-23.08894114,15.71894114,0.500838104,167.3689839,53.40742703,43.01036257,1,1,26.7,20.8,33.4
ax080,Afzelia_xylocarpa,1978,27,335.3,-7.37,-23.66840336,190.9192764,90.23795226,-24.63840336,17.26840336,0.569398379,144.3807236,59.89262329,53.49252892,8,143,27.9,24.5,32.6
ax080,Afzelia_xylocarpa,1978,27,335.3,-7.37,-23.66840336,190.9192764,90.23795226,-24.63840336,17.26840336,0.569398379,144.3807236,59.89262329,53.49252892,9,332,27.2,24.2,31.6
ax080,Afzelia_xylocarpa,1978,27,335.3,-7.37,-23.66840336,190.9192764,90.23795226,-24.63840336,17.26840336,0.569398379,144.3807236,59.89262329,53.49252892,10,140,27.4,23.6,32
